ym,FRM_index,FRM_q50,FRM_q60,FRM_q70,FRM_q80,FRM_q90,FRM_iqr,lag1_FRM_index,lag1_FRM_q50,lag1_FRM_q60,lag1_FRM_q70,lag1_FRM_q80,lag1_FRM_q90,lag1_FRM_iqr,lag2_FRM_index,lag2_FRM_q50,lag2_FRM_q60,lag2_FRM_q70,lag2_FRM_q80,lag2_FRM_q90,lag2_FRM_iqr,lag3_FRM_index,lag3_FRM_q50,lag3_FRM_q60,lag3_FRM_q70,lag3_FRM_q80,lag3_FRM_q90,lag3_FRM_iqr,lag4_FRM_index,lag4_FRM_q50,lag4_FRM_q60,lag4_FRM_q70,lag4_FRM_q80,lag4_FRM_q90,lag4_FRM_iqr,lag5_FRM_index,lag5_FRM_q50,lag5_FRM_q60,lag5_FRM_q70,lag5_FRM_q80,lag5_FRM_q90,lag5_FRM_iqr,lag6_FRM_index,lag6_FRM_q50,lag6_FRM_q60,lag6_FRM_q70,lag6_FRM_q80,lag6_FRM_q90,lag6_FRM_iqr,rec,date
2007-04,0.025295288252125,0.0232461529145063,0.0253452315975158,0.0281968335344041,0.0313443807920232,0.0380045755384337,0.00546883798581624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2007-04-01
2007-05,0.0253430649309226,0.0232572214786642,0.0255519839775617,0.0284645539947556,0.0318051801847335,0.0369090325653805,0.00555676181410044,0.025295288252125,0.0232461529145063,0.0253452315975158,0.0281968335344041,0.0313443807920232,0.0380045755384337,0.00546883798581624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2007-05-01
2007-06,0.0244044306703778,0.0231263457031438,0.0251538932310855,0.0271901396983251,0.0298233614316172,0.0338417341113443,0.00482323048903284,0.0253430649309226,0.0232572214786642,0.0255519839775617,0.0284645539947556,0.0318051801847335,0.0369090325653805,0.00555676181410044,0.025295288252125,0.0232461529145063,0.0253452315975158,0.0281968335344041,0.0313443807920232,0.0380045755384337,0.00546883798581624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2007-06-01
2007-07,0.0277643766411677,0.0264079553440127,0.0291260760630285,0.0316313544114858,0.0349425494081707,0.0393202067845058,0.00621601301481589,0.0244044306703778,0.0231263457031438,0.0251538932310855,0.0271901396983251,0.0298233614316172,0.0338417341113443,0.00482323048903284,0.0253430649309226,0.0232572214786642,0.0255519839775617,0.0284645539947556,0.0318051801847335,0.0369090325653805,0.00555676181410044,0.025295288252125,0.0232461529145063,0.0253452315975158,0.0281968335344041,0.0313443807920232,0.0380045755384337,0.00546883798581624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2007-07-01
2007-08,0.0402425087537992,0.0381381433920058,0.0416905925786983,0.0462898309332707,0.0518267218152649,0.0596666098969715,0.00964931667321006,0.0277643766411677,0.0264079553440127,0.0291260760630285,0.0316313544114858,0.0349425494081707,0.0393202067845058,0.00621601301481589,0.0244044306703778,0.0231263457031438,0.0251538932310855,0.0271901396983251,0.0298233614316172,0.0338417341113443,0.00482323048903284,0.0253430649309226,0.0232572214786642,0.0255519839775617,0.0284645539947556,0.0318051801847335,0.0369090325653805,0.00555676181410044,0.025295288252125,0.0232461529145063,0.0253452315975158,0.0281968335344041,0.0313443807920232,0.0380045755384337,0.00546883798581624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2007-08-01
2007-09,0.0449582404959132,0.0426889034449356,0.0471009700353479,0.0523330131619145,0.0588544143700831,0.0672464933583047,0.0119986584438653,0.0402425087537992,0.0381381433920058,0.0416905925786983,0.0462898309332707,0.0518267218152649,0.0596666098969715,0.00964931667321006,0.0277643766411677,0.0264079553440127,0.0291260760630285,0.0316313544114858,0.0349425494081707,0.0393202067845058,0.00621601301481589,0.0244044306703778,0.0231263457031438,0.0251538932310855,0.0271901396983251,0.0298233614316172,0.0338417341113443,0.00482323048903284,0.0253430649309226,0.0232572214786642,0.0255519839775617,0.0284645539947556,0.0318051801847335,0.0369090325653805,0.00555676181410044,0.025295288252125,0.0232461529145063,0.0253452315975158,0.0281968335344041,0.0313443807920232,0.0380045755384337,0.00546883798581624,NA,NA,NA,NA,NA,NA,NA,0,2007-09-01
2007-10,0.0452875140241082,0.041058055639506,0.0459874311528628,0.0522822007386937,0.0590258371373134,0.0701780623567537,0.0116197689890785,0.0449582404959132,0.0426889034449356,0.0471009700353479,0.0523330131619145,0.0588544143700831,0.0672464933583047,0.0119986584438653,0.0402425087537992,0.0381381433920058,0.0416905925786983,0.0462898309332707,0.0518267218152649,0.0596666098969715,0.00964931667321006,0.0277643766411677,0.0264079553440127,0.0291260760630285,0.0316313544114858,0.0349425494081707,0.0393202067845058,0.00621601301481589,0.0244044306703778,0.0231263457031438,0.0251538932310855,0.0271901396983251,0.0298233614316172,0.0338417341113443,0.00482323048903284,0.0253430649309226,0.0232572214786642,0.0255519839775617,0.0284645539947556,0.0318051801847335,0.0369090325653805,0.00555676181410044,0.025295288252125,0.0232461529145063,0.0253452315975158,0.0281968335344041,0.0313443807920232,0.0380045755384337,0.00546883798581624,0,2007-10-01
2007-11,0.041191997795583,0.0389388845104818,0.0428800861684425,0.0472376653107765,0.052198686210116,0.0597356772436051,0.00957031751337746,0.0452875140241082,0.041058055639506,0.0459874311528628,0.0522822007386937,0.0590258371373134,0.0701780623567537,0.0116197689890785,0.0449582404959132,0.0426889034449356,0.0471009700353479,0.0523330131619145,0.0588544143700831,0.0672464933583047,0.0119986584438653,0.0402425087537992,0.0381381433920058,0.0416905925786983,0.0462898309332707,0.0518267218152649,0.0596666098969715,0.00964931667321006,0.0277643766411677,0.0264079553440127,0.0291260760630285,0.0316313544114858,0.0349425494081707,0.0393202067845058,0.00621601301481589,0.0244044306703778,0.0231263457031438,0.0251538932310855,0.0271901396983251,0.0298233614316172,0.0338417341113443,0.00482323048903284,0.0253430649309226,0.0232572214786642,0.0255519839775617,0.0284645539947556,0.0318051801847335,0.0369090325653805,0.00555676181410044,0,2007-11-01
2007-12,0.045171558592973,0.0404799281558411,0.0449828660729771,0.050838971780604,0.0577142142864957,0.0690596636615461,0.0107949841996968,0.041191997795583,0.0389388845104818,0.0428800861684425,0.0472376653107765,0.052198686210116,0.0597356772436051,0.00957031751337746,0.0452875140241082,0.041058055639506,0.0459874311528628,0.0522822007386937,0.0590258371373134,0.0701780623567537,0.0116197689890785,0.0449582404959132,0.0426889034449356,0.0471009700353479,0.0523330131619145,0.0588544143700831,0.0672464933583047,0.0119986584438653,0.0402425087537992,0.0381381433920058,0.0416905925786983,0.0462898309332707,0.0518267218152649,0.0596666098969715,0.00964931667321006,0.0277643766411677,0.0264079553440127,0.0291260760630285,0.0316313544114858,0.0349425494081707,0.0393202067845058,0.00621601301481589,0.0244044306703778,0.0231263457031438,0.0251538932310855,0.0271901396983251,0.0298233614316172,0.0338417341113443,0.00482323048903284,0,2007-12-01
2008-01,0.0463465286969939,0.0420529420785272,0.0471512388287135,0.0526163302871888,0.059559177149109,0.0705473459538786,0.0111260605849628,0.045171558592973,0.0404799281558411,0.0449828660729771,0.050838971780604,0.0577142142864957,0.0690596636615461,0.0107949841996968,0.041191997795583,0.0389388845104818,0.0428800861684425,0.0472376653107765,0.052198686210116,0.0597356772436051,0.00957031751337746,0.0452875140241082,0.041058055639506,0.0459874311528628,0.0522822007386937,0.0590258371373134,0.0701780623567537,0.0116197689890785,0.0449582404959132,0.0426889034449356,0.0471009700353479,0.0523330131619145,0.0588544143700831,0.0672464933583047,0.0119986584438653,0.0402425087537992,0.0381381433920058,0.0416905925786983,0.0462898309332707,0.0518267218152649,0.0596666098969715,0.00964931667321006,0.0277643766411677,0.0264079553440127,0.0291260760630285,0.0316313544114858,0.0349425494081707,0.0393202067845058,0.00621601301481589,1,2008-01-01
2008-02,0.0480474622706764,0.0427386305183021,0.0475017958381543,0.0549190795889481,0.0631524848156951,0.0746748051911587,0.011962516575516,0.0463465286969939,0.0420529420785272,0.0471512388287135,0.0526163302871888,0.059559177149109,0.0705473459538786,0.0111260605849628,0.045171558592973,0.0404799281558411,0.0449828660729771,0.050838971780604,0.0577142142864957,0.0690596636615461,0.0107949841996968,0.041191997795583,0.0389388845104818,0.0428800861684425,0.0472376653107765,0.052198686210116,0.0597356772436051,0.00957031751337746,0.0452875140241082,0.041058055639506,0.0459874311528628,0.0522822007386937,0.0590258371373134,0.0701780623567537,0.0116197689890785,0.0449582404959132,0.0426889034449356,0.0471009700353479,0.0523330131619145,0.0588544143700831,0.0672464933583047,0.0119986584438653,0.0402425087537992,0.0381381433920058,0.0416905925786983,0.0462898309332707,0.0518267218152649,0.0596666098969715,0.00964931667321006,1,2008-02-01
2008-03,0.0474840415938503,0.0447223979274456,0.0497944596602995,0.0541248199256847,0.0603468058374762,0.0688837409514832,0.0111191501832918,0.0480474622706764,0.0427386305183021,0.0475017958381543,0.0549190795889481,0.0631524848156951,0.0746748051911587,0.011962516575516,0.0463465286969939,0.0420529420785272,0.0471512388287135,0.0526163302871888,0.059559177149109,0.0705473459538786,0.0111260605849628,0.045171558592973,0.0404799281558411,0.0449828660729771,0.050838971780604,0.0577142142864957,0.0690596636615461,0.0107949841996968,0.041191997795583,0.0389388845104818,0.0428800861684425,0.0472376653107765,0.052198686210116,0.0597356772436051,0.00957031751337746,0.0452875140241082,0.041058055639506,0.0459874311528628,0.0522822007386937,0.0590258371373134,0.0701780623567537,0.0116197689890785,0.0449582404959132,0.0426889034449356,0.0471009700353479,0.0523330131619145,0.0588544143700831,0.0672464933583047,0.0119986584438653,1,2008-03-01
2008-04,0.0472266904711964,0.0442706518135948,0.0487799155753145,0.0537797468268428,0.059080258703254,0.0673081099297774,0.0104121063068384,0.0474840415938503,0.0447223979274456,0.0497944596602995,0.0541248199256847,0.0603468058374762,0.0688837409514832,0.0111191501832918,0.0480474622706764,0.0427386305183021,0.0475017958381543,0.0549190795889481,0.0631524848156951,0.0746748051911587,0.011962516575516,0.0463465286969939,0.0420529420785272,0.0471512388287135,0.0526163302871888,0.059559177149109,0.0705473459538786,0.0111260605849628,0.045171558592973,0.0404799281558411,0.0449828660729771,0.050838971780604,0.0577142142864957,0.0690596636615461,0.0107949841996968,0.041191997795583,0.0389388845104818,0.0428800861684425,0.0472376653107765,0.052198686210116,0.0597356772436051,0.00957031751337746,0.0452875140241082,0.041058055639506,0.0459874311528628,0.0522822007386937,0.0590258371373134,0.0701780623567537,0.0116197689890785,1,2008-04-01
2008-05,0.0458017170710696,0.0433128389695782,0.047089033820184,0.0525236385199499,0.0580483588555513,0.0656659949081416,0.0102720603613894,0.0472266904711964,0.0442706518135948,0.0487799155753145,0.0537797468268428,0.059080258703254,0.0673081099297774,0.0104121063068384,0.0474840415938503,0.0447223979274456,0.0497944596602995,0.0541248199256847,0.0603468058374762,0.0688837409514832,0.0111191501832918,0.0480474622706764,0.0427386305183021,0.0475017958381543,0.0549190795889481,0.0631524848156951,0.0746748051911587,0.011962516575516,0.0463465286969939,0.0420529420785272,0.0471512388287135,0.0526163302871888,0.059559177149109,0.0705473459538786,0.0111260605849628,0.045171558592973,0.0404799281558411,0.0449828660729771,0.050838971780604,0.0577142142864957,0.0690596636615461,0.0107949841996968,0.041191997795583,0.0389388845104818,0.0428800861684425,0.0472376653107765,0.052198686210116,0.0597356772436051,0.00957031751337746,1,2008-05-01
2008-06,0.0415240354343241,0.0385846816504681,0.0423856846949411,0.04678734954526,0.0524287746286085,0.0608855306573607,0.00908381856363158,0.0458017170710696,0.0433128389695782,0.047089033820184,0.0525236385199499,0.0580483588555513,0.0656659949081416,0.0102720603613894,0.0472266904711964,0.0442706518135948,0.0487799155753145,0.0537797468268428,0.059080258703254,0.0673081099297774,0.0104121063068384,0.0474840415938503,0.0447223979274456,0.0497944596602995,0.0541248199256847,0.0603468058374762,0.0688837409514832,0.0111191501832918,0.0480474622706764,0.0427386305183021,0.0475017958381543,0.0549190795889481,0.0631524848156951,0.0746748051911587,0.011962516575516,0.0463465286969939,0.0420529420785272,0.0471512388287135,0.0526163302871888,0.059559177149109,0.0705473459538786,0.0111260605849628,0.045171558592973,0.0404799281558411,0.0449828660729771,0.050838971780604,0.0577142142864957,0.0690596636615461,0.0107949841996968,1,2008-06-01
2008-07,0.0464566604991288,0.0429933418436101,0.0467368914132946,0.0522267758062753,0.0590996316817933,0.0690443179733022,0.0105024334881981,0.0415240354343241,0.0385846816504681,0.0423856846949411,0.04678734954526,0.0524287746286085,0.0608855306573607,0.00908381856363158,0.0458017170710696,0.0433128389695782,0.047089033820184,0.0525236385199499,0.0580483588555513,0.0656659949081416,0.0102720603613894,0.0472266904711964,0.0442706518135948,0.0487799155753145,0.0537797468268428,0.059080258703254,0.0673081099297774,0.0104121063068384,0.0474840415938503,0.0447223979274456,0.0497944596602995,0.0541248199256847,0.0603468058374762,0.0688837409514832,0.0111191501832918,0.0480474622706764,0.0427386305183021,0.0475017958381543,0.0549190795889481,0.0631524848156951,0.0746748051911587,0.011962516575516,0.0463465286969939,0.0420529420785272,0.0471512388287135,0.0526163302871888,0.059559177149109,0.0705473459538786,0.0111260605849628,1,2008-07-01
2008-08,0.052818914790491,0.0495144096789446,0.0547896413409486,0.0607667639011023,0.0672802317048151,0.0786976130841517,0.0126395235289728,0.0464566604991288,0.0429933418436101,0.0467368914132946,0.0522267758062753,0.0590996316817933,0.0690443179733022,0.0105024334881981,0.0415240354343241,0.0385846816504681,0.0423856846949411,0.04678734954526,0.0524287746286085,0.0608855306573607,0.00908381856363158,0.0458017170710696,0.0433128389695782,0.047089033820184,0.0525236385199499,0.0580483588555513,0.0656659949081416,0.0102720603613894,0.0472266904711964,0.0442706518135948,0.0487799155753145,0.0537797468268428,0.059080258703254,0.0673081099297774,0.0104121063068384,0.0474840415938503,0.0447223979274456,0.0497944596602995,0.0541248199256847,0.0603468058374762,0.0688837409514832,0.0111191501832918,0.0480474622706764,0.0427386305183021,0.0475017958381543,0.0549190795889481,0.0631524848156951,0.0746748051911587,0.011962516575516,1,2008-08-01
